id,title,country,country_code,region,sub_region,trip_type,trip_type_id,duration_days,best_period_months,best_period_window,budget_tier,budget_low_eur,budget_high_eur,acc_low,acc_high,food_low,food_high,trans_low,trans_high,act_low,act_high,difficulty,fitness_level,basecamps,gateway_airport,gateway_airport_code,currency,languages,tags,lat,lon,coord_precision,verify_flag_count,word_count,source_batch,source_file
si-winter-sports-kranjska-gora-vogel,"Kranjska Gora, Vogel & Krvavec: A Julian Alps Ski Week",Slovenia,SI,Southern & Mediterranean Europe,"Julian Alps & Gorenjska — Kranjska Gora, Planica, Bohinj and the Kamnik-Savinja fringe",Winter Sports & Skiing,8,7,January|February|March,"Mid-January–early March, with February the only month all four ski areas reliably run their full lift fleets",€€,1150,1950,420,800,220,400,190,330,320,420,3,Active,,"LJU Ljubljana Jože Pučnik, 60 km / 50 min to Kranjska Gora, 8 km to the Krvavec cable car, 65 km / 1 h to Bohinj; VCE Venice Marco Polo 3 h and KLU Klagenfurt 1 h 30 as alternates",LJU,,,slovenia|julian-alps|kranjska-gora|vogel|bohinj|krvavec|planica|pokljuka|e-vinjeta|multi-resort,46.0511,14.5051,country,0,4611,southern-mediterranean,carta-dataset/trips/winter-sports-slovenia-kranjska-gora-vogel.md
sk-winter-sports-jasna-tatras,Chopok Both Sides: A Jasná Week with the High Tatras Attached,Slovakia,SK,Eastern & Southeastern Europe,Nízke Tatry (Demänovská dolina and Chopok Juh) with the High Tatras at Tatranská Lomnica and Štrbské Pleso,Winter Sports & Skiing,8,7,January|February|March,"late January to mid-March — the coldest, deepest, most reliable stretch on both aspects of Chopok",€€,1255,1960,420,700,175,280,230,360,430,620,4,Demanding,Demänovská Dolina|Liptovský Mikuláš|Tatranská Lomnica,"Poprad-Tatry (TAT) is 70 km east of Jasná, about an hour on the D1; Bratislava (BTS) is 300 km, 3 h; Kraków (KRK) is 200 km north over the border. Rail: the InterCity to Liptovský Mikuláš, then bus or taxi 12 km up Demänovská dolina.",TAT,Euro (EUR),Slovak,skiing|freeride|ski-touring|gopass|thermal-baths|high-tatras|avalanche-terrain,49.0806,19.6222,city,8,2346,eastern-southeastern,cartaeasterneuropetrips/trips/slovakia-jasna-tatras-skiing.md
al-nature-escape-prespa-shebenik,"Pelicans, Beech and Bujtina: Eastern Albania Off the Grid",Albania,AL,Southern & Mediterranean Europe,"Korçë, Prespa & Librazhd (Shebenik-Jabllanicë)",Nature Escapes & Cabin Stays,9,7,May|June|September|October,Mid-May–late June & September–mid-October,€,700,1100,200,330,120,200,280,420,80,150,3,Active,,"TIA Tirana, 2 h 30 to Korçë via Elbasan and 1 h 40 to Librazhd; OHD Ohrid (North Macedonia), 50 min to Pogradec via the Qafë Thanë border",TIA,,,prespa|shebenik-jabllanice|balkan-lynx|dalmatian-pelican|homestay|primeval-beech|off-grid|cabin-stay|caj-mali,40.6186,20.7808,city,0,4074,southern-mediterranean,carta-dataset/trips/nature-escape-albania-prespa-shebenik.md
at-nature-escape-gesaeuse-almhuette,A Self-Catering Week in the Gesäuse Gorge,Austria,AT,Western & Central Europe,"Gesäuse National Park, Ennstal Alps, Styria",Nature Escapes & Cabin Stays,9,7,June|July|August|September,The Alm access track is unploughed and closed by snow from roughly late October to April; June evenings are still cold enough for the wood stove.,€€,680,950,280,380,180,260,120,180,100,130,3,Active,Johnsbach,Graz (GRZ),GRZ,EUR,German,self-catering|alm-hut|dark-sky|gorge|wood-stove|wildlife,47.0673,15.442,gateway,0,2094,western-central,cartatripsv1/trips/at-nature-gesaeuse-almhuette.md
ba-nature-escape-una-national-park,"The Una's Green Water: Cabins, Travertine and Krajina Forest",Bosnia and Herzegovina,BA,Southern & Mediterranean Europe,Una National Park & Bosanska Krajina,Nature Escapes & Cabin Stays,9,7,May|June|July|September|October,Late May–early July & September–mid-October,€,750,1200,280,480,160,260,220,330,90,150,2,Moderate,,"ZAG Zagreb, 2 h 30 to Bihać via the Maljevac crossing; ZAD Zadar 2 h 45; SJJ Sarajevo 4 h 30",ZAG,,,una-river|travertine|cabin-stay|rafting|brown-bear|old-growth-forest|non-eu|foraging,43.8486,18.3564,country,0,3660,southern-mediterranean,carta-dataset/trips/nature-escape-bosnia-una-national-park.md
be-nature-escape-hoge-kempen-cabin,Heathland Week — Cabin Days in the Hoge Kempen,Belgium,BE,Western & Central Europe,"Hoge Kempen National Park, Belgian Limburg",Nature Escapes & Cabin Stays,9,7,May|June|August|September,Late May–June brings breeding nightjars and orchids on the heath; August turns the Mechelse Heide purple with flowering heather.,€€,750,1050,380,520,180,260,90,140,100,130,2,Moderate,Maasmechelen,Brussels (BRU),BRU,EUR,Dutch|French,heathland|forest-cabin|national-park|wildlife-hides|easy-access,50.9654,5.6945,city,0,1921,western-central,cartatripsv1/trips/be-nature-hoge-kempen-cabin.md
bg-nature-escape-central-balkan-cabin,"Reserve Country: Central Balkan Huts, Karst Caves and the Rhodope Vulture Gorges",Bulgaria,BG,Eastern & Southeastern Europe,"Central Balkan National Park (Stara Planina), the Lovech karst, and the Eastern Rhodopes",Nature Escapes & Cabin Stays,9,7,May|June|September,"late May to mid-June (waterfalls at full flow, vultures on eggs, meadows in flower)",€,450,810,120,260,110,170,180,300,40,80,3,Moderate,Kalofer|Cherni Osam|Apriltsi|Lovech|Madzharovo,"Sofia (SOF) or Plovdiv (PDV). Kalofer is 2 h from Sofia on the A1/I-6 via Karlovo. Finish near the Greek border: Madzharovo is 3 h 30 from Sofia, 2 h 15 from Plovdiv. Hire the car at the airport.",SOF,Euro (EUR) — sole legal tender since 1 February 2026; mandatory dual BGN display ended 8 August 2026,Bulgarian,national-park|huts|waterfalls|vultures|rewilding|bears|foraging|off-grid,43.1323,24.7176,city,9,2401,eastern-southeastern,cartaeasterneuropetrips/trips/bulgaria-central-balkan-cabin-nature.md
ch-nature-escape-swiss-national-park-engadin,Stay on the Path: A Week in the Swiss National Park,Switzerland,CH,Western & Central Europe,"Engadin, Graubünden",Nature Escapes & Cabin Stays,9,7,June|July|August|September,Chamanna Cluozza opens roughly mid-June to mid-October only; the Val Trupchun red deer rut in September draws the heaviest foot traffic of the year.,€€€,980,1350,480,640,220,300,140,190,140,220,3,Active,Zernez,Zurich (ZRH),ZRH,CHF,Romansh|German,strict-protection|hut-stay|ibex-and-vulture|red-deer-rut|no-picking,47.3667,8.55,gateway,0,2055,western-central,cartatripsv1/trips/ch-nature-swiss-national-park-engadin.md
cz-nature-escape-jeseniky-cabin,Praděd Country — A Chata Week in the Jeseníky,Czechia,CZ,Western & Central Europe,"Jeseníky (Hrubý Jeseník), Moravian-Silesian and Olomouc Regions",Nature Escapes & Cabin Stays,9,7,June|July|August|September,The Ovčárna access road can be affected by early or late-season snow outside June–September; the Velká kotlina flora reserve is at its richest in July.,€,580,840,230,330,140,200,100,150,110,160,3,Active,Karlova Studánka,Ostrava (OSR),OSR,CZK,Czech,glacial-cirque|peat-bog|chata-culture|chamois|waymarked-ridge,49.8347,18.282,gateway,0,1908,western-central,cartatripsv1/trips/cz-nature-jeseniky-cabin.md
cz-nature-escape-sumava-wilderness,Bog and Wildwood — A Week in the Šumava Core,Czechia,CZ,Western & Central Europe,"Šumava National Park, South Bohemia",Nature Escapes & Cabin Stays,9,7,May|June|September|October,"Capercaillie leks close parts of the core zone in April–May at dawn; October brings the best chance of hearing red deer roar in the Modrava basin, and biting insects drop off by then.",€,560,820,220,320,140,200,100,160,100,140,3,Active,Modrava,Prague (PRG),PRG,CZK,Czech,peat-bog|primeval-forest|lynx-country|boardwalk|strict-access-zone,50.088,14.4208,gateway,0,2016,western-central,cartatripsv1/trips/cz-nature-sumava-wilderness.md
de-nature-escape-bayerischer-wald,Let It Be Wild: A Week in the Bayerischer Wald,Germany,DE,Western & Central Europe,"Bavarian Forest, Lower Bavaria",Nature Escapes & Cabin Stays,9,7,May|June|September|October,Deep snow closes the high trails December to April; July and August bring the biggest crowds and the worst midge hatches in the lowland bogs.,€€,780,1080,380,520,190,260,110,160,100,140,3,Active,Waldhäuser,Munich (MUC),MUC,EUR,German,national-park|bark-beetle-wilderness|hut-stay|wildlife-enclosure|dark-sky,48.1374,11.5755,gateway,0,2032,western-central,cartatripsv1/trips/de-nature-bayerischer-wald.md
es-nature-escape-extremadura-monfrague,"Dehesa, Vultures and Dark Sky: An Extremadura Slow Week",Spain,ES,Southern & Mediterranean Europe,"Monfragüe, Las Hurdes, Sierra de Gata & the Jerte",Nature Escapes & Cabin Stays,9,7,March|May|September|October|November,Mid-March–mid-May & late September–early November,€€,1050,1650,450,700,250,400,260,400,90,150,2,Moderate,,"MAD Madrid-Barajas, 2 h 30 to Torrejón el Rubio; SVQ Seville 2 h 45; LIS Lisbon 3 h 15",MAD,,,birdwatching|dehesa|dark-sky|vultures|cabin-stay|schist-villages|cherry-blossom|foraging,40.4165,-3.7026,country,0,3708,southern-mediterranean,carta-dataset/trips/nature-escape-spain-extremadura-monfrague.md
fi-nature-escape-saimaa-lakeland-linnansaari-kolovesi-cabin-week,Saimaa Lakeland: Linnansaari & Kolovesi Cabin Week,Finland,FI,Northern Europe & Baltics,"Lake Saimaa, South Savo — Linnansaari and Kolovesi National Parks",Nature Escapes & Cabin Stays,9,7,February|March|June|July|August|September,"Mid-June to early September for paddling and swimming; **late August–September for mushrooms, berries and mist mornings**; February–March for ice, snowshoeing and a frozen lake outside the sauna door",€€,750,1200,110,220,30,50,150,260,80,200,,,Oravi|Rantasalmi|Savonlinna|Puumala,,,EUR,Finnish|English,,62.1,28.6,source,0,1610,northern-baltics,carta_northern_europe_baltics_trips.md#trip-25
fo-nature-escape-suduroy-mykines-faroese-isolation-week,Suðuroy & Mykines: Faroese Isolation Week,Faroe Islands,FO,Northern Europe & Baltics,Suðuroy (southernmost island) and Mykines (westernmost island),Nature Escapes & Cabin Stays,9,7,May|June|July|August,**Mid-May to late August** — the Mykines ferry and the puffin colony operate only in this window. September gives the clearest air and the emptiest villages but Mykines access closes,€€€,1600,2300,100,180,45,75,350,500,80,180,,,Tvøroyri|Vágur|Fámjin|Mykines,,,DKK / Faroese króna,Faroese|Danish|English,,61.55,-6.85,source,0,1543,northern-baltics,carta_northern_europe_baltics_trips.md#trip-26
fr-nature-escape-vosges-cabane,Hautes-Chaumes — A Marcairie Week on the Vosges Crest,France,FR,Western & Central Europe,"Parc naturel régional des Ballons des Vosges, Haut-Rhin",Nature Escapes & Cabin Stays,9,7,June|July|August|September,"Marcairies and fermes-auberges on the hautes-chaumes generally open only from late May to October, when cattle are up on summer pasture.",€€,700,980,300,400,180,260,110,170,110,150,2,Active,Munster,Bâle-Mulhouse-Freiburg (EAP/BSL/MLH),,EUR,French,marcairie|ferme-auberge|hautes-chaumes|route-des-cretes|munster-cheese,48.8534,2.3488,country,0,2033,western-central,cartatripsv1/trips/fr-nature-vosges-cabane.md
hr-nature-escape-velebit-lika,Velebit Stone and Lika Forest: A Karst Cabin Week,Croatia,HR,Southern & Mediterranean Europe,"Lika, Northern Velebit & Paklenica",Nature Escapes & Cabin Stays,9,7,June|July|September|October,Mid-June–mid-July & early September–mid-October,€€,1050,1600,420,680,230,350,260,400,140,170,3,Active,,"ZAD Zadar, 55 min to Starigrad-Paklenica and 2 h 05 to Krasno; RJK Rijeka 2 h 10 to Krasno; ZAG Zagreb 2 h 40",ZAD,,,velebit|lika|cabin-stay|bear-refuge|old-growth-forest|karst|bura|mushroom-foraging|off-grid,44.1158,15.2251,gateway,0,3546,southern-mediterranean,carta-dataset/trips/nature-escape-croatia-velebit-lika.md
hu-nature-escape-hortobagy-orseg-cabin,"Puszta, Karst and Szer: A Week in Hungary's Three Quietest National Parks",Hungary,HU,Eastern & Southeastern Europe,"Őrség, Hortobágy (Great Plain), Aggtelek Karst",Nature Escapes & Cabin Stays,9,7,May|September|October,mid-October to early November for the crane migration — the single best wildlife spectacle in Hungary,€,680,1080,230,400,130,200,230,330,90,150,1,Easy,Szalafő|Hortobágy|Tiszacsege|Jósvafő|Aggtelek,"Budapest Ferenc Liszt (BUD). A car is effectively required — the Őrség hamlets and the Aggtelek villages have one or two buses a day, and the puszta has none.",BUD,Hungarian forint (HUF),Hungarian,national-parks|cranes|puszta|caves|dark-sky|cabins|unesco|foraging,47.4984,19.0404,country,6,2532,eastern-southeastern,cartaeasterneuropetrips/trips/hungary-hortobagy-orseg-cabin-nature.md
it-nature-escape-sardinia-supramonte,"Limestone, Juniper and Pinnetta Smoke: A Supramonte Week",Italy,IT,Southern & Mediterranean Europe,"Sardinia — Barbagia, Supramonte & Ogliastra",Nature Escapes & Cabin Stays,9,7,April|May|June|September|October,Late April–early June & mid-September–late October,€€,1150,1750,480,760,230,360,330,480,110,180,4,Demanding,,"OLB Olbia, 1 h 45 to Oliena and 2 h 15 to Urzulei; CAG Cagliari 2 h 30 to Baunei; AHO Alghero is the natural exit, 50 min from Bosa",OLB,,,supramonte|gorropu|cala-goloritze|tiscali|agriturismo|griffon-vulture|mouflon|foraging|fire-restrictions,40.9234,9.498,gateway,0,4438,southern-mediterranean,carta-dataset/trips/nature-escape-italy-sardinia-supramonte.md
lu-nature-escape-upper-sure-oesling,Lakeshore and Forest: A Week in the Upper Sûre,Luxembourg,LU,Western & Central Europe,"Éislek (Luxembourg Ardennes), Upper Sûre",Nature Escapes & Cabin Stays,9,7,May|June|September|October,"July–August bring the busiest lake weekends; the Nature Park's dark-sky programme runs its main season September to March, on the longer, clearer nights.",€€,760,1050,380,520,180,250,60,90,140,190,2,Moderate,Esch-sur-Sûre,Luxembourg (LUX),LUX,EUR,Luxembourgish|French|German,lake-cabin|dark-sky|oesling-forest|free-transit|slow-week,49.6098,6.1327,gateway,0,2069,western-central,cartatripsv1/trips/lu-nature-upper-sure-oesling.md
lv-nature-escape-gauja-slitere-latvian-forest-cabin-week,Gauja & Slītere: Latvian Forest Cabin Week,Latvia,LV,Northern Europe & Baltics,Gauja National Park (Vidzeme) and Slītere National Park / Livonian Coast (northern Kurzeme),Nature Escapes & Cabin Stays,9,7,April|May|June|July|August|September|October,"**Late April–May for the bird migration at Cape Kolka**, June for long light and river paddling, **September–October for mushrooms and the best foliage in the Baltics**",€,550,900,45,110,25,45,150,230,40,90,,,Sigulda|Cēsis|Līgatne|Mazirbe|Kolka,,,EUR,Latvian|Russian|Livonian (revitalising)|English,,57.32,24.85,source,0,1540,northern-baltics,carta_northern_europe_baltics_trips.md#trip-27
md-nature-escape-orheiul-vechi-padurea-domneasca,"Limestone, Floodplain and Well Water: Seven Quiet Days in Rural Moldova",Moldova,MD,Eastern & Southeastern Europe,"The Răut Canyon, the Dniester Cliffs & the Prut Floodplain",Nature Escapes & Cabin Stays,9,7,May|June|September|October,"mid-May to late June, then mid-September to mid-October",€,390,710,140,280,70,120,150,250,30,60,2,Moderate,Butuceni|Trebujeni|Saharna|Lozova|Slobozia Mare,"Chișinău International (KIV), 13 km from the centre; overland by bus or rail from Iași or Odesa. Hire a car at KIV — rural buses run on farm timetables and will not fit this route.",KIV,Moldovan leu (MDL); roughly 19–20 MDL to €1,Romanian|Russian,cabin|canyon|monasteries|birding|floodplain|foraging|wine-cellar|slow-travel,47.009,28.8594,country,8,2392,eastern-southeastern,cartaeasterneuropetrips/trips/moldova-orheiul-vechi-padurea-domneasca-nature.md
mk-nature-escape-mavrovo-galicica,Katun Smoke and Lynx Country: A Šar–Mavrovo–Galičica Cabin Week,North Macedonia,MK,Southern & Mediterranean Europe,"Mavrovo, Šar Planina & Galičica",Nature Escapes & Cabin Stays,9,7,June|July|September|October,Late June–mid-July & early September–early October,€€,850,1350,260,440,150,250,280,420,90,160,4,Demanding,,"SKP Skopje, 1 h 50 to Mavrovi Anovi and 1 h 10 to Popova Šapka; OHD Ohrid, 25 min to the Galičica gate and 2 h 15 to Mavrovo",SKP,,,mavrovo|galicica|sar-planina|katun|balkan-lynx|korab|off-grid|mushroom-foraging|cabin-stay,41.9965,21.4314,gateway,0,4263,southern-mediterranean,carta-dataset/trips/nature-escape-north-macedonia-mavrovo-galicica.md
nl-nature-escape-drenthe-dwingelderveld,Wet Heath and Dark Sky: A Week in Drenthe,Netherlands,NL,Western & Central Europe,"Dwingelderveld, Drenthe",Nature Escapes & Cabin Stays,9,7,May|June|September|October,"Ground-nesting birds close several heath paths mid-March to mid-August; late September onward gives the longest, darkest nights for stargazing.",€,650,920,330,460,150,210,70,100,100,150,1,Easy,Ruinen,Amsterdam Schiphol (AMS),AMS,EUR,Dutch,wet-heathland|dark-sky|hunebedden|radio-telescope|cabin-stay,52.374,4.8897,country,0,1997,western-central,cartatripsv1/trips/nl-nature-drenthe-dwingelderveld.md
nl-nature-escape-veluwe-hoge-veluwe,White Bicycles: A Week on the Veluwe,Netherlands,NL,Western & Central Europe,"Veluwe, Gelderland",Nature Escapes & Cabin Stays,9,7,May|June|September|October,September and October bring the red deer rut and the best light in the sculpture garden; midsummer weekends see the longest queues at the park gates.,€€,800,1120,420,580,180,250,80,110,120,180,1,Easy,Otterlo,Amsterdam Schiphol (AMS),AMS,EUR,Dutch,national-park|white-bicycles|wildlife-hides|museum|forest-cabin,52.374,4.8897,country,0,2093,western-central,cartatripsv1/trips/nl-nature-veluwe-hoge-veluwe.md
pl-nature-escape-bieszczady-cabin,Połoniny and Dark Skies: Seven Off-Grid Days in the Bieszczady,Poland,PL,Eastern & Southeastern Europe,"The Bieszczady & the San Valley, Podkarpackie",Nature Escapes & Cabin Stays,9,7,May|June|September|October,"late May to late June, then mid-September to mid-October",€,435,820,180,380,90,150,130,220,35,70,3,Moderate,Wetlina|Ustrzyki Górne|Cisna|Lutowiska,Fly Rzeszów–Jasionka (RZE); 150 km / 2 h 45 min via DK84 and DW894. Kraków (KRK) is 300 km / 4 h 30 min. Rail reaches only Zagórz or Ustrzyki Dolne; the last 40–60 km needs a car.,RZE,Polish złoty (PLN); roughly 4.3 PLN to €1,Polish,cabin|dark-sky|wilderness|bison|wooden-churches|foraging|off-grid|carpathians,52.2298,21.0118,country,5,2258,eastern-southeastern,cartaeasterneuropetrips/trips/poland-bieszczady-cabin-nature.md
pt-nature-escape-peneda-geres,"Granite, Granaries and Wolf Country: Peneda-Gerês Slow Week",Portugal,PT,Southern & Mediterranean Europe,Minho & Peneda-Gerês National Park,Nature Escapes & Cabin Stays,9,7,May|June|September|October,Mid-May–late June & mid-September–late October,€€,950,1500,420,680,220,350,240,360,70,110,3,Active,,"OPO Porto Francisco Sá Carneiro, 1 h 20 to Vilar da Veiga (Gerês), 1 h 35 to Soajo, 2 h 05 to Pitões das Júnias",OPO,,,peneda-geres|espigueiros|iberian-wolf|garrano|cabin-stay|waterfalls|fire-season|foraging,38.7251,-9.1498,country,0,3854,southern-mediterranean,carta-dataset/trips/nature-escape-portugal-peneda-geres.md
ro-nature-escape-apuseni-maramures-cabin,Karst and Wooden Spires: Apuseni and Maramureș from a Cabin,Romania,RO,Eastern & Southeastern Europe,"Apuseni Nature Park (Bihor/Alba) and Maramureș (Iza, Vaser and the Rodna foothills)",Nature Escapes & Cabin Stays,9,7,June|July|September,"the second half of September — hay in, berries and mushrooms up, forest roads dry, bears still active but crowds gone",€,650,1120,230,420,130,200,200,330,90,170,3,Moderate,Gârda de Sus|Pietroasa|Breb|Vișeu de Sus,"Cluj-Napoca (CLJ) is the airport for both halves — Apuseni is 2 h west, Maramureș 3 h north. Baia Mare (BAY) is closer to Maramureș but has far thinner flights.",CLJ,Romanian leu (RON) — roughly 5.0–5.3 RON to the euro during 2026,Romanian,cabins|karst|caves|wooden-churches|bears|off-grid|mocanita|foraging,47.7079,24.4295,city,7,2666,eastern-southeastern,cartaeasterneuropetrips/trips/romania-apuseni-maramures-cabin-nature.md
sk-nature-escape-slovensky-raj-cabin,Ladders in the Waterfall: A Cabin Week in Slovenský raj and on Muránska planina,Slovakia,SK,Eastern & Southeastern Europe,Slovenský raj National Park and Muránska planina,Nature Escapes & Cabin Stays,9,7,June|July|September,"the first half of September — gorges open, water low, the summer crowds gone from the Suchá Belá ladders",€,565,975,245,455,140,210,120,200,60,110,3,Moderate,Hrabušice|Podlesok|Muráň,"Poprad-Tatry (TAT), 35 km to Hrabušice; Košice (KSC) 95 km. Rail to Spišská Nová Ves, then a regional bus to Hrabušice-Podlesok — but a car is close to essential for the Muráň half.",TAT,Euro (EUR),Slovak,gorges|ladders|karst|ice-cave|brown-bear|cabin|off-grid|mushrooms,48.1482,17.1067,country,8,2237,eastern-southeastern,cartaeasterneuropetrips/trips/slovakia-slovensky-raj-cabin-nature.md
al-water-sports-riviera-karaburun,"Clear Water, Thin Rescue: Kayak and Freedive the Albanian Riviera",Albania,AL,Southern & Mediterranean Europe,Albanian Riviera & Karaburun-Sazan Marine National Park,Water Sports & Coastal Trips,10,7,June|August|September,"Early June and the whole of September — warm sea, settled maestral afternoons, operators fully staffed, and none of the August traffic",€€,1050,1750,350,700,195,350,245,450,300,500,3,Active,,"TIA Tirana Nënë Tereza — 2 h 30 to Vlorë, 4 h 15 to Himarë, 5 h to Sarandë. CFU Corfu plus the Corfu–Sarandë ferry (30–70 min) is often faster for the southern half of the trip.",TIA,,,sea-kayaking|freediving|albanian-riviera|karaburun|marine-park|snorkelling|ionian|gjipe|non-eu-roaming|diving,41.3274,19.8187,country,0,4900,southern-mediterranean,carta-dataset/trips/water-sports-albania-riviera-karaburun.md
at-water-sports-salzkammergut-lakes,Sailing and Windsurfing the Salzkammergut Lakes,Austria,AT,Western & Central Europe,"Salzkammergut, Upper Austria",Water Sports & Coastal Trips,10,7,June|July|August|September,"The Rosenwind thermal is most reliable from late June to early September; June water is still cold, September brings the steadiest afternoons and thinner crowds.",€€,980,1420,480,700,250,340,110,170,140,210,2,Active,Attersee am Attersee,Salzburg (SZG),SZG,EUR,German,sailing|windsurfing|thermal-wind|freshwater-lakes|salzkammergut,47.7994,13.044,gateway,0,2004,western-central,cartatripsv1/trips/at-water-salzkammergut-lakes.md
be-water-sports-de-panne-kite-landyacht,Kitesurfing and Land Yachting at De Panne,Belgium,BE,Western & Central Europe,"West Flanders, Belgian Coast",Water Sports & Coastal Trips,10,7,May|June|September,"May, June and September carry the steadiest south-westerlies with fewer bathing-zone restrictions than the peak July–August holiday weeks.",€€,880,1280,420,610,220,300,90,140,150,230,3,Active,De Panne,Brussels (BRU),BRU,EUR,Dutch|French,kitesurfing|land-yachting|blokarten|north-sea|westhoek-dunes,50.8505,4.3488,gateway,0,1907,western-central,cartatripsv1/trips/be-water-de-panne-kite-landyacht.md
be-water-sports-ostend-knokke-sail,"Sailing the Belgian Coast, Ostend to Nieuwpoort",Belgium,BE,Western & Central Europe,"West and East Flanders, Belgian Coast",Water Sports & Coastal Trips,10,7,May|June|July|August,May and June bring the steadiest moderate south-westerlies; July and August add reliable afternoon sea breeze but busier shipping traffic and marina berths.,€€,1020,1480,500,730,250,340,100,150,170,260,3,Active,Ostend,Brussels (BRU),BRU,EUR,Dutch|French,dinghy-sailing|yacht-sailing|north-sea-tides|nieuwpoort-marina|kusttram,51.2155,2.927,city,0,1910,western-central,cartatripsv1/trips/be-water-ostend-knokke-sail.md
bg-water-sports-black-sea-coast,"Wind, Cliff and Reedbed: The Bulgarian Black Sea from Durankulak to Rezovo",Bulgaria,BG,Eastern & Southeastern Europe,The Bulgarian Black Sea Coast — Dobrudzha to Strandzha,Water Sports & Coastal Trips,10,7,June|September,"the first three weeks of June, then the whole of September",€,745,1400,245,490,140,230,180,280,180,400,3,Moderate,Krapets|Varna|Sozopol|Sinemorets,"Fly into Varna, out of Burgas; 130 km apart, both served by low-cost carriers. Hire a car — the E87 / Route 9 coast road is the spine and the northern kite beaches have no useful bus.",,Euro (EUR) — sole legal tender since 1 February 2026; mandatory dual BGN display ended 8 August 2026,Bulgarian,kitesurfing|windsurfing|sup|freediving|wreck-diving|unesco|cliffs|rip-currents,43.2191,27.9102,city,6,2365,eastern-southeastern,cartaeasterneuropetrips/trips/bulgaria-black-sea-coast-water-sports.md
de-water-sports-ruegen-baltic-wind,Rügen and Fehmarn: A Baltic Wind Week,Germany,DE,Western & Central Europe,"Rügen and Fehmarn, Baltic Coast",Water Sports & Coastal Trips,10,7,June|July|August|September,June and September bring the most reliable westerlies; July and August add the warmest water but more midday lulls between the thermal and the gradient wind.,€€,980,1400,480,650,230,320,140,220,130,210,3,Active,"Glowe, Rügen",Hamburg Airport (HAM),HAM,EUR,German,windsurf|kitesurf|sea-kayak|baltic-sea|chalk-cliffs|bodden,52.5244,13.4105,country,0,1903,western-central,cartatripsv1/trips/de-water-ruegen-baltic-wind.md
dk-water-sports-cold-hawaii-klitmoller-vorupor-thy,"Cold Hawaii: Klitmøller, Vorupør & Thy",Denmark,DK,Northern Europe & Baltics,"Thy, northwest Jutland, North Sea coast",Water Sports & Coastal Trips,10,7,March|April|May|June|July|August|September|October|November,"**September to early November and March to May** — the wind statistics are best either side of summer and the water is still workable. June–August is warmest and least windy, which suits beginners and SUP; midwinter is for the committed only",€€,1000,1600,90,170,45,75,180,280,35,60,,,Klitmøller|Nørre Vorupør|Thisted|Hanstholm,,,DKK (Danish krone),Danish|English|German,,57.04,8.48,source,0,1551,northern-baltics,carta_northern_europe_baltics_trips.md#trip-28
ee-water-sports-west-estonian-coast-parnu-ristna-sorve,"West Estonian Coast: Pärnu, Ristna & Sõrve",Estonia,EE,Northern Europe & Baltics,"Pärnu Bay, Hiiumaa and Saaremaa, West Estonian Archipelago",Water Sports & Coastal Trips,10,7,June|July|August|September|October,**June to September for warm water and thermals; late September to November for the autumn storm swell** that makes Ristna Estonia's real surf season. Winter brings ice-surfing photos and very few participants,€€,800,1250,60,130,30,55,150,250,30,55,,,Pärnu|Kõrgessaare/Kalana (Hiiumaa)|Kuressaare/Nasva (Saaremaa),,,EUR,Estonian|Russian|English,,58.92,22.19,source,0,1889,northern-baltics,carta_northern_europe_baltics_trips.md#trip-30
es-water-sports-tarifa-costa-luz,"Two Winds, One Town: Kiting Tarifa and the Costa de la Luz",Spain,ES,Southern & Mediterranean Europe,"Cádiz — Tarifa, the Strait of Gibraltar & the Costa de la Luz",Water Sports & Coastal Trips,10,7,April|May|June|September|October,"Late April–June and mid-September–October — reliable wind, warm-enough water, and beach zoning not yet at its most restrictive",€€,1350,2250,420,880,250,420,200,360,430,620,3,Active,,GIB Gibraltar 45 min by road; JEZ Jerez 1 h 20; AGP Málaga 1 h 45–2 h 15; SVQ Seville 2 h 15. GIB is closest but has the thinnest schedule — most people fly AGP and drive the A-7/N-340.,GIB,,,kitesurfing|tarifa|levante|poniente|costa-de-la-luz|atlantic-tides|whale-watching|surfing|iko|vdws,36.5267,-6.2891,city,0,4368,southern-mediterranean,carta-dataset/trips/water-sports-spain-tarifa-costa-luz.md
fr-water-sports-landes-hossegor-surf,"A Surf Week in Hossegor, Seignosse and Capbreton",France,FR,Western & Central Europe,"Landes, Nouvelle-Aquitaine",Water Sports & Coastal Trips,10,7,June|September|October,"September and October bring the biggest, most consistent groundswell with warm water and thinner crowds than the August peak; June offers smaller, friendlier surf for building confidence.",€€,1000,1450,480,700,250,340,110,160,160,250,3,Active,Hossegor,Biarritz (BIA),BIA,EUR,French,beach-break-surf|gouf-de-capbreton|landes-pine-forest|surf-school|atlantic-swell,43.4806,-1.5568,gateway,0,2031,western-central,cartatripsv1/trips/fr-water-landes-hossegor-surf.md
